case_number,class,class_idx,seed,prompt
152,240,239,2032479811,"the aesthetic view of the beautiful, grand, wistful, dreamy lonely island at dusk, hyperrealistic anime illustration by iralki nadar, colorful, extremely detailed, intricate linework, super sharp focus, bright colors, octopath traveler, studio ghibli, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment "
153,1572,1559,2378188549,"totoro, character sheet, concept design, contrast, hot toys, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect "
154,1808,1791,164977503,"a wide shot of a hi-tech sci-fi solarpunk city, with a lot of bright color lights, bridges, pipes, plants, on a planet orbiting a gas giant, beautiful, volumetric light, photography, color, intricate, extremely detailed, photorealistic, digital art, trending on artstation"
155,877,869,2005452756,comic book of a mystical island treehouse on the ocean 
156,772,765,3739947519,amazing promo of Anna Kendrick as the T-9000 in a 2029 remake of Terminator
157,794,787,2026213016,"photography of sangyeob park, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski and alphonse mucha "
158,771,764,2662097407,"A little car driving on road between burning fields of wheat, isometric aerial view, 4k"
159,1156,1147,609182549,"mark zuckerbeg portrait very close photograph, wild west cowboy byt rue west archives"
160,11,10,1468614109,كلب 
161,1884,1867,1506210799,"portrait of the powerful empress of the solar system in the style of artem chebokha. glowing, ornate and intricate linework, stunning, dynamic lighting, ultrafine and hyperdetailed. "
162,1532,1520,2698350111,"Large Titan from attack on Titan attacking the Parthenon, intricate, 8k highly professionally detailed, HDR, CGsociety"
163,833,825,793249689,"fairy mushrooms house, moss, lianne, by cory loftis & akihiko yoshida & james gilleard & atey ghailan & makoto shinkai & goro fujita & studio ghibli, rim light, exquisite lighting, clear focus, magic atmosphere, very coherent, plain background, soft painting "
164,1760,1743,1648300006,"highly detailed goodmorning meme from dream world, expressive, pastel shades, canvas textured, fantasy character, dynamic pose, top lighting, loose brush strokes, perfect face, 8 k realistic, hyper detailed, digital painting "
165,1728,1711,2128030113,funny cat poster 
166,1594,1580,3958179696,"cute 3 d nature sprites, unreal engine 5, octane render, detailed, cinematografic, cinema 4 d, nvidia ray tracing graphics, artstation, greg rutkowski style "
167,1498,1486,1002397038,"a beautiful painting whale, by ukiyo - e award - winning art color screen printing "
168,1502,1490,1767697266,"medium portrait of an apocalyptic demonic orcish goblin biker character standing cool dynamic pose, psychedelic vibrant colors, futuristic punk rock fashion, oil painting by michael whelan art, sharp focus, realistic, biker goggles, 8 0 s hair, studded leather jacket, 8 k "
169,968,959,3520881887,blackflame friede by vladimir volegov and alexander averin and peder mørk mønsted and ross tran and raphael lacoste 
170,224,223,4277432257,"glitter pink roses, wallpaper aesthetic, closeup cinematic, dramatic, beautiful, super detailed and intricate, by koson ohara, by darwyn cooke, by greg rutkowski, by satoshi kon "
171,81,80,2894255373,"Portrait of Joe Biden,  colorful,modern art deco, Mads Berg, Karolis Strautniekas, stippled light, editorial illustration, detailed, matte print"
172,1164,1155,3118362623,"The profile of a Shiba Inu shining golden in the setting sun, illustration, trending on artstation, photoreallrstic"
173,758,751,799531273,all the lights off in Times Square photograph
174,1659,1642,2890170932,"centered  waist up portrait photography an angel + bokeh + DOF + 8k, photorealistic + rendered in unreal engine + colors and composition by Peter Mohrbacher + line work by Dan Mumford"
175,1122,1113,2136996321,"an ultra detailed beautiful painting of supergirl, modern setting, by conrad roset, greg rutkowski and makoto shinkai, trending on artstation, 8 k "
176,1446,1434,1751650118,"3 5 mm photo of metallic red aztek car like hot wheels model in area 5 1 as background, epic cinematic "
177,1592,1578,539446263,"small centered on watercolor paper, paint brush strokes, abstract watercolor painting of steam train interior, cinematic light, national romanticism by anders zorn, by hans dahl, by jesper ejsing, by greg rutkowski, by greg manchess, by tyler edlin, by craig mullins "
178,350,347,1376571613,screenshot of'tekken'for the playstation 2 
179,1222,1212,592738416,"hyperrealistic painting of a slice of life from a futuristic city, mechanical designs, futuristic vehicles, technological, cinematic, large ship, computational, cyberpunk style, highly detailed, realism, intricate, acrylic on canvas, 8 k resolution, concept art, by noriyoshi ohrai, paul lehr "
180,1931,1913,2153148363,a screenshot of danny devito in the video game metal gear solid 2. 3 d rendering. unreal engine. playstation 2. amazing likeness. very detailed. cartoon caricature 
181,664,657,2521816827,"an environment art sculpture by Nils-Udo, leaves twigs wood, nature, natural, round form, berries inside structure"
182,1800,1783,3011064996,a city in the clouds. futurism art style. 
183,1235,1225,3064828557,"novel cover art for the book titled'long way from new york ', anime fantasy illustration by tomoyuki yamasaki, kyoto studio, madhouse, ufotable, square enix, cinematic lighting, trending on artstation "
184,672,665,901596916,"Beautiful rococo victorian princess, cyberpunk vapor wave glitch wave art, 4k digital illustration by artgerm, wlop, medium close up shot, artstation, 8k resolution, super sharp"
185,445,442,35868450,"groovy late 1 9 6 0 s album cover, vintage, realistic, hyperrealistic, 8 k resolution, hd quality, very detailed, highly detailed, intricate details, real life, real world, trending on artstation, digital art, really realistic, very realistic, artistic, album cover, album, cover, remastered "
186,1633,1617,556518500,"an infinitely detailed museum - detailed cute - fine - face quality oil painting, full - body detailed artwork of an anime girl erika furudo from umineko when they cry, long blue hair, by fkey & alphonse, cute - fine - face, beautiful full - body render, trending on artstation, 4 k "
187,1105,1096,3237449101,"beautiful Classical bust of Carl Sagan, with a tender and dreamy look into the deep space"
188,1065,1056,2602072831,"highly detailed drawing of a mythical hydra, hyperrealistic, photorealistic, artstyle, highly detailed, sharp"
189,699,692,2584957948,"a futuristic skull with glowing eyes and a purple background, cyberpunk art by android jones, behance contest winner, computer art, darksynth vaporwave, rendered in cinema 4 d "
190,213,212,1831381253,"complex 3d render, ultra detailed, fascinating biomechanical afro female cyborg with a porcelain profile face, massai warrior, red hair, analog, 150 mm lens, beautiful natural soft rim light, big leaves and stems, roots, fine foliage lace, Alexander Mcqueen high fashion haute couture, pearl earring, art nouveau fashion embroidered, steampunk, silver filigree details, liquid simulation, hexagonal mesh wire, mandelbrot fractal, anatomical, facial muscles, cable wires, microchip, elegant, hyper realistic, ultra detailed, octane render, H.R. Giger style, volumetric lighting, 8k post-production"
191,445,442,1855966104,"well drawn highly detailed map of a large fantasy continent minimal bodies of water, emphasized elevation, styled like a j. r. tolkien map, oil painting "
192,1864,1847,994836969,"view of castle highgarden, digital art, landscape, trending on artstation, highly detailed, medieval fantasy, game of thrones "
193,1780,1763,2442582690,"highly detailed ink illustration of killer bob in twin peaks, unreal engine, octane render, b & w clean shaped illustration by kim jung gi, ric estrada, ron english and eiichiro oda "
194,1062,1053,3677176266,"1990s perfect 8K HD professional cinematic photo of close-up japanese schoolgirl posing in sci-fi dystopian alleyway at morning during rain, at instagram, Behance, Adobe Lightroom, with instagram filters, depth of field, taken with polaroid kodak portra"
195,398,395,290898457,"a seagull in a fancy suite, 4k, ultra details, cinematic, epic style, beautiful photo, hyper realistic, octane render, unreal engine, award winning, on artstation, volumetric lightning, masterpiece, golden hour,"
196,1008,999,2479310335,Thomas Pesquet as a music teacher
197,925,916,178588264,"chaos by geert goiris, award - winning photography, concept art "
198,588,584,1200776734,"a cyberpunk cyborg leaning on an alley wall in future tokyo at night, reflections on wet ground by sachin teng and pascal blanche nekro josan gonzalez rhads ruan jia. in style of digital art. cinematic lighting, film noirs, symmetry, vibrating colors, hyper detailed. octane render, artstation, clear, sharp, straight lines "
199,1691,1674,3238542527,"highly detailed cinematic scifi render of a flying whale in the space, stars and planets, hyper detailed, digital art, led lighting, studio quality, smooth render, unreal engine 5, octane render, trending on artstation "
200,211,210,3950553518,"Sin city Jessica Alba   as an Apex Legends character digital illustration portrait design by, Mark Brooks and Brad Kunkle detailed, gorgeous lighting, wide angle action dynamic portrait "
201,971,962,1596822204,"citizen portrait soft light painted by james jean and katsuhiro otomo and erik jones, inspired by heavy metal magazine, smooth face feature, intricate oil painting, high detail illustration, sharp high detail, manga and anime 1 9 9 9 "
202,1890,1873,1323060838,"film still of mario and yoshi in the new sci - fi movie, 8 k "
203,636,632,130144104,"illustration, k - art, chibi characters, with border, cat ears, pastel vibrant, kawaii, human, stiker, icon, cartoon, smooth style beeple, by thomas kinkade hearstone league of legends dofus overwatch "
204,252,251,3035465740,"duotone noir concept illustration ( ( ( gaunter o'dimm hearts of stone ) ) ) buzzcut baldish middleaged man with demonic stare wearing short medieval merchant tunic regular bodytype sitting below willow tree in a foggy evening. highly detailed mechanism cinematic volumetric ghastly lighting. by cd projekt red and sachin teng and sergey kolesov and ruan jia and heng z. graffiti art, fantasy, hyper detailed. octane render. concept art. trending on artstation "
205,112,111,3385625639,"beautiful gemini good and evil fantasy character portrait, ultra realistic, wide angle, intricate details, the fifth element artifacts, highly detailed by peter mohrbacher, hajime sorayama, wayne barlowe, boris vallejo, aaron horkey, gaston bussiere, craig mullins "
206,818,810,3036816302,"master chef and metroid mix, cover art, by timur mutsaev"
207,1816,1799,4183161950,Mattarella NFT art
208,1570,1557,3005295731,"an american birthright group touring in iran, 8 k photography "
209,207,206,1614902670,"a highly detailed photo of a giant mushroom, on which tiny people are living peacefully in tiny houses, vivid colours, photorealistic "
